,title,image,recipe keys,personal points,calories,summary
492,Brown Sugar Baked Beans,https://www.skinnytaste.com/wp-content/uploads/2018/04/Instant-Pot-Brown-Sugar-Baked-Beans-3-550x825.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Pressure Cooker Recipes', 'Slow Cooker Recipes', 'Vegetarian Meals']",3,156,"Healthier Brown Sugar Baked Beans are a side dish with all the hearty baked bean flavors you love. Slow cooker, Instant Pot, and oven directions are provided."
493,Chocolate Frozen Yogurt in the Ninja™ CREAMi®,https://www.skinnytaste.com/wp-content/uploads/2022/04/Chocolate-Frozen-Yogurt-17.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Vegetarian Meals']",4,88,"Whip up this delicious Chocolate Frozen Yogurt from scratch any night of the week! Simply prep your base, freeze overnight, process, and enjoy!"
494,Lemon Cheesecake Yogurt Cups,https://www.skinnytaste.com/wp-content/uploads/2011/05/Lemon-Cheesecake-Yogurt-Cups-8.jpg,"['Kid Friendly', 'Vegetarian Meals']",5,108,"These lemon cheesecake cups are made with cream cheese, Greek yogurt and fresh berries. The “crust” is vanilla wafer cookies, so easy to make!"
495,Blackened Shrimp and Grits,https://www.skinnytaste.com/wp-content/uploads/2022/04/Blackened-Shrimp-with-Cheesy-Grits-9.jpg,"['Gluten Free', 'Kid Friendly']",7,349,"The grits in this Blackened Shrimp and Grits recipe is creamy and cheesy, a delicious dinner for any night of the week."
496,Banana Nut Pancakes,https://www.skinnytaste.com/wp-content/uploads/2010/09/BANANA-NUT-PANCAKES-19-of-15.jpg,"['Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",3,146,Whole wheat banana nut pancakes taste like banana bread but in pancake form – the perfect breakfast for banana and pancake lovers!
497,Air Fryer Steak,https://www.skinnytaste.com/wp-content/uploads/2022/03/Air-Fryer-Steak-6.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",4,221,Make perfect Air Fryer Steak that is seared on the outside and juicy on the inside. Air frying steak is quick and easy with no splatter or mess in the kitchen!
498,Peanut Butter Breakfast Oatmeal Bowl,https://www.skinnytaste.com/wp-content/uploads/2022/03/Peanut-Butter-Breakfast-Oatmeal-Bowl-8.jpg,"['Dairy Free Recipes', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",6,389,"This Peanut Butter Breakfast Oatmeal Bowl is a healthy breakfast in a bowl.  It’s colorful, loaded with fiber and protein, and sweetened naturally with fruit."
499,Greek Turkey Meatballs,https://www.skinnytaste.com/wp-content/uploads/2010/08/Greek-Turkey-Meatballs-7.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",7,254,"Greek Turkey Meatballs with grated zucchini are delicious with tzatziki sauce (cucumber yogurt sauce) over rice, with chickpea salad, or as an appetizer. Great for meal prep too!"
500,Blackened Fish with Key Lime Tartar,https://www.skinnytaste.com/wp-content/uploads/2022/03/Blackened-Fish-with-Key-Lime-Tartar-8.jpg,"['Air Fryer Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Under 30 Minutes']",7,374,"Blackened Fish with Key Lime Tartar Sauce is ridiculously delicious, inspired by my vacation to the Florida Keys. Bake the fish in the oven or air fryer!"
501,BBQ Chicken Salad,https://www.skinnytaste.com/wp-content/uploads/2015/08/BBQ-Chicken-Salad-7.jpg,"['Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",2,241,"This delicious BBQ Chicken Salad with Ranch is easy, takes less than 15 minutes to make – the perfect for lunch or a light dinner."
502,Roasted Strawberry Banana Bread,https://www.skinnytaste.com/wp-content/uploads/2013/06/Strawberry-Banana-Bread-6.jpg,"['Kid Friendly', 'Vegetarian Meals']",4,88,"This Strawberry Banana Bread recipe is moist and delicious, made with ripe bananas and roasted strawberries, which brings out the sweetness of the berries."
503,Spinach Artichoke Lasagna Roll-ups,https://www.skinnytaste.com/wp-content/uploads/2022/03/Spinach-and-Artichoke-Lasagna-Roll-Ups-10.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals']",7,250,Go meatless with these tasty Spinach Artichoke Lasagna Roll-ups! They’re much faster to make and bake than a traditional lasagna. They are also great for meal prep and freezing.
504,Ginger Scallion Fish,https://www.skinnytaste.com/wp-content/uploads/2022/03/Ginger-Scallion-Fish-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",3,229,"Ginger Scallion Fish recipe made with broiled flaky, white fish topped with a flavorful Ginger Scallion Sauce – ready in 15 minutes."
505,Air Fryer Chickpeas,https://www.skinnytaste.com/wp-content/uploads/2022/03/Air-Fryer-Chickpeas-6.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",0,196,"Crispy Air Fryer Chickpeas are a healthy, high fiber snack or salad topper! So quick and easy to make in the air fryer."
506,Mushroom Risotto,https://www.skinnytaste.com/wp-content/uploads/2009/10/Mushroom-Risotto_1-4.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",11,333,Mushroom Risotto is creamy Italian rice dish made with Arborio rice and loaded with mushrooms. A vegetarian dish that is comfort in a bowl!
507,High-Protein Scrambled Eggs with Cottage Cheese,https://www.skinnytaste.com/wp-content/uploads/2022/03/High-Protein-Scrambled-Eggs-9.jpg,"['High Protein Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",1,173,Add some cottage cheese to your scrambled eggs for an easy high-protein breakfast. The results are fluffy eggs with over 17 grams of protein per serving!
508,Sloppy Joe Recipe,https://www.skinnytaste.com/wp-content/uploads/2010/10/Skinny-Sloppy-Joe_s-9.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",4,122,"This delicious Sloppy Joe recipe is family-friendly, made with ground beef and some hidden minced veggies – great for those picky eaters!"
509,Tuna Croquettes (Baked or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2022/03/Tuna-Croquettes-8.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",4,215,"Tuna Croquettes are budget-friendly, made with pantry staple canned tuna, potato, and dill that’s breaded and baked in the oven or air fryer."
510,Ground Turkey Taco Skillet,https://www.skinnytaste.com/wp-content/uploads/2022/03/Turkey-Taco-Skillet-6.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes']",11,503,"Ground Turkey Taco Skillet, an easy one-pan weeknight dinner using ground turkey, corn, pinto beans and salsa topped with tortilla chips and cheese."
511,Enchilada Turkey Meatloaf,https://www.skinnytaste.com/wp-content/uploads/2022/03/Enchilada-Turkey-Meatloaf-5.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly']",6,268,"If you love turkey meatloaf and enchiladas, you’ll love this Enchilada Turkey Meatloaf, a fun twist on the weeknight classic."
512,Escarole and Chickpea Soup with Garlic Toast,https://www.skinnytaste.com/wp-content/uploads/2022/02/Garlicky-Escarole-and-Chickpea-Soup-with-Garlic-Toast-5.jpg,"['Freezer Meals', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",3,222,"If you’re looking for a healthy and filling vegetarian soup that’s quick, cheap and easy, this Escarole and Chickpea Soup is it."
513,Cajun Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2022/02/Cajun-Fried-Rice-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes']",10,501,"Cajun Fried Rice is a fun take on fried rice with all the familiar comforts of the classic takeout dish, plus the addictive flavors of Cajun cuisine."
514,Peanut Butter Oatmeal Protein Cookies,https://www.skinnytaste.com/wp-content/uploads/2022/02/Peanut-Butter-Banana-Oat-Breakfast-Cookies-8-1.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Kid Friendly', 'Vegetarian Meals']",7,304,"These healthy, Peanut Butter Oatmeal Protein Cookies are made with bananas, oats and chocolate chips PLUS protein powder, peanut butter and egg added for protein."
515,Meal Prep Breakfast Taco Scramble,https://www.skinnytaste.com/wp-content/uploads/2018/02/meal-prep-breakfast-taco-1.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Whole30 Recipes']",5,450,"A healthy Meal Prep Breakfast Taco Scramble, made with potatoes, turkey taco meat, scrambled eggs and salsa (cheese is optional!), perfect to make ahead for breakfast for the week!"
516,Easiest Salsa Verde Chicken (Slow cooker or Instant Pot),https://www.skinnytaste.com/wp-content/uploads/2013/04/Crockpot-Salsa-Verde-Chicken-5.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb', 'Pressure Cooker Recipes', 'Slow Cooker Recipes', 'Whole30 Recipes']",0,167,"This is the easiest Salsa Verde Chicken recipe made in the slow cooker or Instant Pot, perfect for tacos, tostadas, bowls, and more!"
517,Lobster Bisque,https://www.skinnytaste.com/wp-content/uploads/2022/02/Healthy-Lobster-Bisque-9.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly']",5,203,"If you love lobster bisque, you’ll love this lighter, healthier version made with no cream, it’s creamy from pureeing the vegetable base."
518,Brothy Lima Beans and Greens (Stove or Instant Pot),https://www.skinnytaste.com/wp-content/uploads/2022/02/Brothy-Beans-and-Greens-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Meal Prep Recipes', 'Pressure Cooker Recipes']",2,299,"Somewhere between a thick stew and soup, these Brothy Lima Beans and Greens are hearty comfort food and budget friendly. Stove and Instant Pot."
519,Food Cart-Style Chicken Salad with White Sauce,https://www.skinnytaste.com/wp-content/uploads/2019/01/Street-Cart-Style-Chicken-Salad-with-White-Sauce-8.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes']",8,345,Halal Food Cart inspired chicken made with boneless chicken thighs served over a big salad of lettuce and tomatoes drizzled with a yummy white sauce.
520,Chicken Breast with Hot Cherry Peppers,https://www.skinnytaste.com/wp-content/uploads/2022/02/Chicken-with-Hot-Cherry-Peppers-3.jpg,"['Dairy Free Recipes', 'High Protein Recipes', 'Under 30 Minutes']",3,347,This spicy chicken breast recipe gets its heat from the Hot Cherry Peppers that cook in garlic white wine sauce.
521,3-Ingredient Strawberries Romanoff,https://www.skinnytaste.com/wp-content/uploads/2019/04/Skinny-Strawberries-Romanoff-7.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",3,79,"Strawberries Romanoff is a quick and easy, no-bake 3-ingredient dessert, delicious and perfect for any night of the week!"
522,Air Fryer Baked Sweet Potato,https://www.skinnytaste.com/wp-content/uploads/2022/02/Air-Fryer-Baked-Sweet-Potato-5.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals', 'Whole30 Recipes']",4,146,Make a perfectly air fryer baked sweet potato cooked in less time than it would in the oven – fluffy in the center with crisp skin!
523,Roasted Sweet Potato Black Bean Bowls,https://www.skinnytaste.com/wp-content/uploads/2022/02/Roasted-Sweet-Potato-and-Chipotle-Black-Bean-Bowls-8-2.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Meal Prep Recipes', 'Vegetarian Meals']",11,585,"These Roasted Sweet Potato Black Bean Bowls with Cream Chipotle Sauce are a delicious plant based meal, also great for vegetarian meal prep."
524,Crock Pot Italian Sloppy Joes,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Italian-Sloppy-Joe-9.jpg,"['Gluten Free', 'Kid Friendly', 'Slow Cooker Recipes']",10,361,"Crock Pot Italian Sloppy Joes made with Italian chicken or turkey sausage, tomatoes, peppers and onions made in the slow cooker for an easy weeknight meal."
525,Mini Bell Pepper Loaded Turkey “Nachos”,https://www.skinnytaste.com/wp-content/uploads/2017/02/Mini-Bell-Pepper-Loaded-Turkey-%E2%80%9CNachos-1-4.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes']",6,187,"Loaded turkey mini bell pepper nachos – game changer!! These low-carb nachos are loaded with turkey taco meat, cheese and all your favorite nacho toppings!"
526,Spinach and Bacon Stuffed Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2012/01/skinny-spinach-and-bacon-stuffed-mushrooms-550x769.jpg,['Gluten Free'],1,34.5,"The stuffing is so good, I could eat it by the spoonful! More mushroom appetizers you might also like Philly Cheesesteak Stuffed Mushrooms, Mushroom Ceviche or Lasagna Stuffed Mushrooms."
527,Air Fryer Buffalo Chicken Nuggets,https://www.skinnytaste.com/wp-content/uploads/2022/01/Air-Fryer-Buffalo-Chicken-Nuggets-9.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Under 30 Minutes']",2,180,"Crispy, spicy Air Fryer Buffalo Chicken Nuggets are perfect for the big game or enjoy them for lunch, or dinner."
528,Cream Cheese-Filled Almond Flour Banana Muffins (Gluten-Free),https://www.skinnytaste.com/wp-content/uploads/2022/01/Almond-Flour-Banana-Cream-Cheese-Muffins-7.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",5,149,"If you love banana bread, you love these grain free Cream Cheese-Filled Almond Flour Banana Muffins for a delicious gluten-free breakfast."
529,Jalapeno Poppers,https://www.skinnytaste.com/wp-content/uploads/2011/01/Skinny-Baked-Jalapeno-Poppers-5.jpg,"['Low Carb', 'Vegetarian Meals']",1,52,"With football season approaching, these lightened-up, baked Jalapeno Poppers will make the perfect party appetizer or snack. Spicy and delicious!"
530,Jalapeno Popper “Nachos”,https://www.skinnytaste.com/wp-content/uploads/2019/01/Jalapeno-Popper-Nachos-13.jpg,"['Gluten Free', 'Low Carb']",3,111,"Jalapeno Poppers meet Nachos in this fun, low-carb twist on two classic appetizers, perfect for sharing with your friends this SUPERBOWL!"
531,Pepperoni Pizza Bites,https://www.skinnytaste.com/wp-content/uploads/2022/01/Pepperoni-Pizza-Bites-10.jpg,['Kid Friendly'],7,286,"Pepperoni Pizza Bites are like those frozen mini bagel pizzas, only made from scratch in a muffin tin using my Greek yogurt bagel dough."
532,Crustless Potato Jalapeño Quiche,https://www.skinnytaste.com/wp-content/uploads/2022/01/Potato-Jalapen%CC%83o-Pepper-Jack-Crustless-Quiche-9.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",5,207,"This Tex-Mex-inspired Crustless Potato Jalapeño Quiche is filled with potatoes, onions, jalapeños, and pepper jack cheese."
533,Perfect Baked Potato,https://www.skinnytaste.com/wp-content/uploads/2022/01/Perfect-Baked-Potato-8-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Vegetarian Meals']",4,157,"This perfect baked potato recipe is simple to prepare in the oven, with crispy skin and fluffy interiors. Just add your favorite toppings and enjoy!"
534,Pollo Guisado (Latin Chicken Stew with Olives),https://www.skinnytaste.com/wp-content/uploads/2022/01/Latin-Chicken-Stew-with-Olives-8.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb']",5,344,"Pollo Guisado or Latin Chicken Stew is a hearty braised chicken stew popular in Caribbean, Central and South American cuisines, with loads of flavor and so easy to make!"
535,Instant Pot Salsa Chicken,https://www.skinnytaste.com/wp-content/uploads/2016/01/InstantPoteasyshreddedsalsachicken-4.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Whole30 Recipes']",0,125,"Instant Pot salsa chicken is the easiest Instant Pot recipe ever! All you need is two ingredients: salsa and chicken breasts. Make flavorful and juicy pressure cooker shredded chicken to use in tacos, rice bowls, enchiladas, and more."
536,Instant Pot Mashed Potatoes,https://www.skinnytaste.com/wp-content/uploads/2018/01/Instant-Pot-Mashed-Potatoes-1-5.jpg,"['Gluten Free', 'Kid Friendly', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",6,142,"Rich and creamy Instant Pot mashed potatoes are easy to make in a fraction of the time it takes on the stovetop! These fluffy and flavorful mashed potatoes are ready in 20 minutes, perfect to serve as a healthy vegetable side."
537,Chicken Piccata,https://www.skinnytaste.com/wp-content/uploads/2022/01/Chicken-Piccata-8.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",4,262,Chicken Piccata is an Italian dish of pounded chicken breast in a lemon-wine-butter sauce with capers and parsley. Make it in the skillet or air fryer!
538,Colombian Chicken Sancocho (Sancocho de Pollo),https://www.skinnytaste.com/wp-content/uploads/2008/11/chicken-sancocho-10.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly']",10,405,"Sancocho de Pollo, a hearty soup almost like a stew, is a traditional dish in the Antioquia region of Colombia that combines potatoes, yuca, corn, plantains, and chicken."
539,Mushroom-Spinach Scrambled Eggs,https://www.skinnytaste.com/wp-content/uploads/2022/01/Mushroom-Spinach-Scrambled-Eggs-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,271,"Mushroom-Spinach Scrambled Eggs is one of my go-to quick and easy vegetarian, high-protein breakfast recipes."
